"mo_id","state_code","county_code","site_number","parameter_code","poc","sample_duration","pollutant_standard_id","pollutant_standard","dv_year","edt_id","design_value","observation_count","observation_percent","dv_validity_indicator","si_id","latitude","longitude","state_name","county_name","city_name","address","local_site_name","cbsa_name","epa_region","tribal_code","tribe_name","select_date"
"896635","04","013","4020","42602","1","1 HOUR","8","NO2 Annual 1971","2016","0","30.890367","8647","98","Y","99647","33.46173","-112.12796","Arizona","Maricopa","Phoenix","3248 W. Moreland","Thirty-Third","Phoenix-Mesa-Scottsdale, AZ","09",,,"2016-01-01 00:00:00"
"896635","04","013","4020","42602","1","1 HOUR","8","NO2 Annual 1971","2017","0","30.627264","8612","98","Y","99647","33.46173","-112.12796","Arizona","Maricopa","Phoenix","3248 W. Moreland","Thirty-Third","Phoenix-Mesa-Scottsdale, AZ","09",,,"2017-01-01 00:00:00"
"896635","04","013","4020","42602","1","1 HOUR","8","NO2 Annual 1971","2018","0","28.24561","8485","97","Y","99647","33.46173","-112.12796","Arizona","Maricopa","Phoenix","3248 W. Moreland","Thirty-Third","Phoenix-Mesa-Scottsdale, AZ","09",,,"2018-01-01 00:00:00"
"896635","04","013","4020","42602","1","1 HOUR","8","NO2 Annual 1971","2019","0","24.83719","7131","81","Y","99647","33.46173","-112.12796","Arizona","Maricopa","Phoenix","3248 W. Moreland","Thirty-Third","Phoenix-Mesa-Scottsdale, AZ","09",,,"2019-01-01 00:00:00"
"896635","04","013","4020","42602","1","1 HOUR","8","NO2 Annual 1971","2020","0","25.107614","8642","98","Y","99647","33.46173","-112.12796","Arizona","Maricopa","Phoenix","3248 W. Moreland","Thirty-Third","Phoenix-Mesa-Scottsdale, AZ","09",,,"2020-01-01 00:00:00"
"896635","04","013","4020","42602","1","1 HOUR","8","NO2 Annual 1971","2021","0","25.937312","8630","99","Y","99647","33.46173","-112.12796","Arizona","Maricopa","Phoenix","3248 W. Moreland","Thirty-Third","Phoenix-Mesa-Scottsdale, AZ","09",,,"2021-01-01 00:00:00"
"896635","04","013","4020","42602","1","1 HOUR","8","NO2 Annual 1971","2022","0","25.641942","8507","97","Y","99647","33.46173","-112.12796","Arizona","Maricopa","Phoenix","3248 W. Moreland","Thirty-Third","Phoenix-Mesa-Scottsdale, AZ","09",,,"2022-01-01 00:00:00"
"896635","04","013","4020","42602","1","1 HOUR","8","NO2 Annual 1971","2023","0","24.069117","8652","99","Y","99647","33.46173","-112.12796","Arizona","Maricopa","Phoenix","3248 W. Moreland","Thirty-Third","Phoenix-Mesa-Scottsdale, AZ","09",,,"2023-01-01 00:00:00"
"922398","04","013","4021","42602","1","1 HOUR","8","NO2 Annual 1971","2021","0","16.267047","6834","78","Y","104826","33.41046","-112.00264","Arizona","Maricopa","Phoenix","4135 S 36th Street, Phoenix, AZ","Eastwood","Phoenix-Mesa-Scottsdale, AZ","09",,,"2021-01-01 00:00:00"
"922398","04","013","4021","42602","1","1 HOUR","8","NO2 Annual 1971","2022","0","15.232495","8469","97","Y","104826","33.41046","-112.00264","Arizona","Maricopa","Phoenix","4135 S 36th Street, Phoenix, AZ","Eastwood","Phoenix-Mesa-Scottsdale, AZ","09",,,"2022-01-01 00:00:00"
