"si_id","tribal_code","state_code","county_code","site_number","parameter_code","poc","dv_year","edt_id","co_1hr_2nd_max_value","co_1hr_2nd_max_date_time","co_8hr_2nd_max_value","co_8hr_2nd_max_date_time","linked_site_indicator","address","local_site_name","latitude","longitude","state_name","county_name","cbsa_name","tribe_name","select_date","dv_validity_ind"
"159",,"01","073","0023","42101","2","2014","5","2.2","2013-01-09 05:00:00","1.2","2013-01-20 08:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2014-01-01 00:00:00","Y"
"159",,"01","073","0023","42101","2","2015","5","1.5","2015-11-14 02:00:00",".9","2014-01-08 06:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2015-01-01 00:00:00","Y"
"159",,"01","073","0023","42101","2","2016","5","2.5","2016-01-05 05:00:00","1.1","2016-11-18 20:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2016-01-01 00:00:00","Y"
"159",,"01","073","0023","42101","2","2017","5","2.8","2017-01-15 23:00:00","2.1","2017-01-11 03:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2017-01-01 00:00:00","Y"
"159",,"01","073","0023","42101","2","2018","5","2.8","2017-01-15 23:00:00","2.1","2017-01-11 03:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2018-01-01 00:00:00","Y"
"159",,"01","073","0023","42101","2","2019","5","1.7","2019-07-03 07:00:00","1.1","2019-01-28 01:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2019-01-01 00:00:00","Y"
"159",,"01","073","0023","42101","2","2020","5","1.8","2020-01-27 18:00:00","1.1","2019-01-28 01:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2020-01-01 00:00:00","Y"
"159",,"01","073","0023","42101","2","2021","5","2","2021-09-05 06:00:00",".9","2020-01-13 01:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2021-01-01 00:00:00","Y"
"159",,"01","073","0023","42101","2","2022","5","2.6","2022-02-14 17:00:00",".9","2021-03-08 08:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2022-01-01 00:00:00","Y"
"159",,"01","073","0023","42101","2","2023","5","2.6","2022-02-14 17:00:00",".8","2022-01-12 23:00:00",,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.","North Birmingham","33.553056","-86.815","Alabama","Jefferson","Birmingham-Hoover, AL",,"2023-01-01 00:00:00","Y"
"164",,"01","073","0028","42101","1","2014","5","1.4","2013-01-20 01:00:00","1.2","2013-01-19 06:00:00",,"EAST THOMAS, FINLEY, 841 FINLEY AVE. BP.",,"33.529444","-86.850278","Alabama","Jefferson","Birmingham-Hoover, AL",,"2014-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2014","5","13.8","2014-04-15 00:00:00","2.4","2014-04-15 00:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2014-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2015","5","13.8","2014-04-15 00:00:00","2.4","2014-04-15 00:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2015-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2016","5","6.9","2015-07-15 07:00:00","1.9","2015-01-17 06:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2016-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2017","5","2.6","2016-11-15 08:00:00","1.4","2016-01-30 02:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2017-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2018","5","1.6","2018-06-03 17:00:00","1.2","2018-02-09 06:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2018-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2019","5","1.8","2019-02-01 23:00:00","1.2","2018-02-09 06:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2019-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2020","5","1.8","2019-02-01 23:00:00","1.2","2019-02-02 09:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2020-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2021","5","1.3","2020-12-09 07:00:00","1.1","2020-11-05 06:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2021-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2022","5","1.4","2022-05-03 20:00:00","1","2021-01-30 02:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2022-01-01 00:00:00","Y"
"175",,"01","073","1003","42101","1","2023","5","1.4","2022-05-03 20:00:00",".8","2022-12-26 07:00:00",,"FAIRFIELD, PFD, 5229 COURT B","Fairfield","33.485556","-86.915","Alabama","Jefferson","Birmingham-Hoover, AL",,"2023-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2014","5","2","2014-01-18 08:00:00","1.4","2014-10-26 07:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2014-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2015","5","2.1","2015-12-10 03:00:00","1.4","2014-10-26 07:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2015-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2016","5","2.1","2016-10-29 23:00:00","1.5","2016-10-29 01:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2016-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2017","5","2.1","2016-10-29 23:00:00","1.5","2016-10-29 01:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2017-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2018","5","1.8","2018-10-27 21:00:00","1.3","2018-11-18 06:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2018-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2019","5","1.8","2018-10-27 21:00:00","1.3","2018-11-18 06:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2019-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2020","5","1.7","2020-12-05 23:00:00","1.3","2020-08-09 06:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2020-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2021","5","1.7","2020-12-05 23:00:00","1.3","2020-08-09 06:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2021-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2022","5","1.6","2021-02-20 19:00:00","1.1","2021-04-04 00:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2022-01-01 00:00:00","Y"
"97516",,"01","073","2059","42101","1","2023","5","1.3","2022-01-14 20:00:00","1","2022-02-10 07:00:00",,"1110 5th Street West Birmingham, AL 35204","Arkadelphia/Near Road","33.521427","-86.844112","Alabama","Jefferson","Birmingham-Hoover, AL",,"2023-01-01 00:00:00","Y"
"90914",,"01","073","6004","42101","1","2014","5","1.5","2013-06-28 01:00:00",".8","2014-01-26 06:00:00",,"4113 SHUTTLESWORTH DRIVE","Sloss Shuttlesworth","33.565278","-86.796389","Alabama","Jefferson","Birmingham-Hoover, AL",,"2014-01-01 00:00:00","Y"
"90914",,"01","073","6004","42101","1","2015","5","2.3","2015-09-01 06:00:00","1","2015-11-24 01:00:00",,"4113 SHUTTLESWORTH DRIVE","Sloss Shuttlesworth","33.565278","-86.796389","Alabama","Jefferson","Birmingham-Hoover, AL",,"2015-01-01 00:00:00","Y"
"90914",,"01","073","6004","42101","1","2016","5","2.3","2015-09-01 06:00:00","1","2015-11-24 01:00:00",,"4113 SHUTTLESWORTH DRIVE","Sloss Shuttlesworth","33.565278","-86.796389","Alabama","Jefferson","Birmingham-Hoover, AL",,"2016-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2014","5","4.5","2014-02-25 08:00:00","3.1","2013-12-03 13:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2014-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2015","5","4.9","2015-02-03 09:00:00","2.8","2015-02-05 13:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2015-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2016","5","4.9","2015-02-03 09:00:00","3","2016-01-26 15:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2016-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2017","5","4.6","2017-01-10 08:00:00","3.5","2017-01-09 20:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2017-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2018","5","4.6","2017-01-10 08:00:00","3.5","2017-01-09 20:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2018-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2019","5","4.4","2018-02-05 08:00:00","2.7","2018-01-30 12:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2019-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2020","5","4","2020-01-17 09:00:00","3","2020-01-10 13:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2020-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2021","5","4","2020-01-17 09:00:00","3","2020-01-10 13:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2021-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2022","5","3.4","2022-01-06 08:00:00","2.4","2022-12-20 13:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2022-01-01 00:00:00","Y"
"353",,"02","020","0018","42101","1","2023","5","3.4","2022-01-06 08:00:00","2.4","2022-12-20 13:00:00",,"3000 EAST 16TH AVENUE","GARDEN/TRINITY CHRISTIAN CHURCH","61.205861","-149.824602","Alaska","Anchorage ","Anchorage, AK",,"2023-01-01 00:00:00","Y"
"374",,"02","020","0048","42101","1","2014","5","5.2","2013-12-02 10:00:00","4","2013-12-02 13:00:00",,"3201 TURNAGAIN STREET","UNITARIAN CHURCH","61.191514","-149.93493","Alaska","Anchorage ","Anchorage, AK",,"2014-01-01 00:00:00","Y"
"374",,"02","020","0048","42101","1","2015","5","4.8","2014-02-11 09:00:00","2.8","2014-02-11 10:00:00",,"3201 TURNAGAIN STREET","UNITARIAN CHURCH","61.191514","-149.93493","Alaska","Anchorage ","Anchorage, AK",,"2015-01-01 00:00:00","Y"
"378",,"02","090","0002","42101","1","2014","5","5.9","2013-02-13 18:00:00","3.2","2013-03-04 23:00:00",,"FEDERAL BLDG/2ND & CUSHMAN",,"64.844847","-147.723536","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2014-01-01 00:00:00","Y"
"378",,"02","090","0002","42101","1","2015","5","5.5","2014-02-25 17:00:00","2.9","2014-03-01 00:00:00",,"FEDERAL BLDG/2ND & CUSHMAN",,"64.844847","-147.723536","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2015-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2014","5","3.8","2013-03-04 20:00:00","2.2","2013-02-14 02:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2014-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2015","5","4.5","2015-07-07 13:00:00","2.4","2015-07-07 21:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2015-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2016","5","4.5","2015-07-07 13:00:00","2.4","2015-07-07 21:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2016-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2017","5","3.3","2016-01-24 19:00:00","2","2016-01-24 23:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2017-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2018","5","3.4","2018-02-08 22:00:00","2","2018-02-08 23:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2018-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2019","5","3.4","2018-02-08 22:00:00","2.1","2019-01-15 17:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2019-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2020","5","2.8","2019-07-11 12:00:00","2.1","2019-01-15 17:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2020-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2021","5","2.5","2020-03-11 08:00:00","1.7","2020-01-10 18:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2021-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2022","5","3.6","2022-07-09 18:00:00","2.5","2022-06-28 16:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2022-01-01 00:00:00","Y"
"96405",,"02","090","0034","42101","1","2023","5","3.6","2022-07-09 18:00:00","2.5","2022-06-28 16:00:00",,"809 Pioneer Road","NCORE","64.84569","-147.727413","Alaska","Fairbanks North Star ","Fairbanks, AK",,"2023-01-01 00:00:00","Y"
"92449",,"04","012","8000","42101","1","2016","5",".4","2016-09-24 09:00:00",".3","2016-12-25 03:00:00",,"ALAMO LAKE STATE PARK","ALAMO LAKE","34.2439","-113.5586","Arizona","La Paz",,,"2016-01-01 00:00:00","N"
"92449",,"04","012","8000","42101","1","2017","5",".4","2016-09-24 09:00:00",".3","2016-12-25 03:00:00",,"ALAMO LAKE STATE PARK","ALAMO LAKE","34.2439","-113.5586","Arizona","La Paz",,,"2017-01-01 00:00:00","N"
"92449",,"04","012","8000","42101","1","2018","5",".3","2017-01-01 17:00:00",".3","2017-01-02 03:00:00",,"ALAMO LAKE STATE PARK","ALAMO LAKE","34.2439","-113.5586","Arizona","La Paz",,,"2018-01-01 00:00:00","N"
"92449",,"04","012","8000","42101","1","2019","5",".3","2018-01-30 11:00:00",".2","2018-01-01 13:00:00",,"ALAMO LAKE STATE PARK","ALAMO LAKE","34.2439","-113.5586","Arizona","La Paz",,,"2019-01-01 00:00:00","N"
"575",,"04","013","0019","42101","1","2014","5","4.9","2014-01-01 01:00:00","2.8","2014-12-09 02:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2014-01-01 00:00:00","Y"
"575",,"04","013","0019","42101","1","2015","5","4.9","2014-01-01 01:00:00","2.8","2014-12-09 02:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2015-01-01 00:00:00","Y"
"575",,"04","013","0019","42101","1","2016","5","4","2015-10-20 10:00:00","2.5","2015-01-05 08:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2016-01-01 00:00:00","Y"
"575",,"04","013","0019","42101","1","2017","5","4.6","2017-12-27 05:00:00","2.9","2017-12-30 02:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2017-01-01 00:00:00","Y"
"575",,"04","013","0019","42101","1","2018","5","4.8","2018-01-01 02:00:00","2.9","2017-12-30 02:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2018-01-01 00:00:00","Y"
"575",,"04","013","0019","42101","1","2019","5","4.8","2018-01-01 02:00:00","2.9","2018-12-23 02:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2019-01-01 00:00:00","Y"
"575",,"04","013","0019","42101","1","2020","5","3.4","2020-01-01 03:00:00","2.5","2020-12-25 02:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2020-01-01 00:00:00","Y"
"575",,"04","013","0019","42101","1","2021","5","3.6","2021-01-01 05:00:00","2.6","2021-12-05 04:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2021-01-01 00:00:00","Y"
"575",,"04","013","0019","42101","1","2022","5","3.6","2021-01-01 05:00:00","2.6","2021-12-05 04:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2022-01-01 00:00:00","Y"
"575",,"04","013","0019","42101","1","2023","5","3","2023-02-03 07:00:00","2.2","2023-12-11 08:00:00",,"3847 W EARLL DR-WEST PHOENIX STATION","WEST PHOENIX","33.48378","-112.14256","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2023-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2014","5","1.8","2014-02-21 22:00:00","1.2","2013-12-16 22:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2014-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2015","5","2","2015-01-07 08:00:00","1.3","2015-12-11 00:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2015-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2016","5","2","2015-01-07 08:00:00","1.5","2016-12-11 03:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2016-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2017","5","2","2017-12-30 22:00:00","1.5","2016-12-11 03:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2017-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2018","5","2","2017-12-30 22:00:00","1.5","2017-12-31 01:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2018-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2019","5","1.9","2018-12-24 22:00:00","1.3","2018-01-06 01:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2019-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2020","5","1.8","2020-12-05 21:00:00","1.2","2020-11-14 00:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2020-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2021","5","1.8","2020-12-05 21:00:00","1.2","2020-11-14 00:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2021-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2022","5","2","2022-12-10 22:00:00","1.3","2022-12-22 00:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2022-01-01 00:00:00","Y"
"581",,"04","013","1003","42101","1","2023","5","2","2022-12-10 22:00:00","1.3","2022-12-22 00:00:00",,"310 S BROOKS, MESA","MESA","33.41018","-111.86536","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2023-01-01 00:00:00","Y"
"582",,"04","013","1004","42101","1","2014","5","2.2","2013-01-31 07:00:00","1.2","2013-01-01 05:00:00",,"601 E BUTLER DR ,PHOENIX","NORTH PHOENIX","33.56031","-112.06619","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2014-01-01 00:00:00","Y"
"582",,"04","013","1004","42101","1","2015","5","1.9","2015-12-18 07:00:00","1.3","2015-12-20 00:00:00",,"601 E BUTLER DR ,PHOENIX","NORTH PHOENIX","33.56031","-112.06619","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2015-01-01 00:00:00","Y"
"582",,"04","013","1004","42101","1","2016","5","1.9","2015-12-18 07:00:00","1.3","2015-12-20 00:00:00",,"601 E BUTLER DR ,PHOENIX","NORTH PHOENIX","33.56031","-112.06619","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2016-01-01 00:00:00","Y"
"582",,"04","013","1004","42101","1","2017","5","1.6","2016-01-01 00:00:00","1","2016-01-18 10:00:00",,"601 E BUTLER DR ,PHOENIX","NORTH PHOENIX","33.56031","-112.06619","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2017-01-01 00:00:00","Y"
"589",,"04","013","2001","42101","1","2014","5","1.8","2014-01-18 21:00:00","1.3","2014-01-19 00:00:00",,"6000 W OLIVE AVE,GLENDALE","GLENDALE","33.57453","-112.19193","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2014-01-01 00:00:00","Y"
"589",,"04","013","2001","42101","1","2015","5","1.8","2014-01-18 21:00:00","1.3","2014-01-19 00:00:00",,"6000 W OLIVE AVE,GLENDALE","GLENDALE","33.57453","-112.19193","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2015-01-01 00:00:00","Y"
"589",,"04","013","2001","42101","1","2016","5","1.9","2016-01-01 05:00:00","1.3","2015-12-09 23:00:00",,"6000 W OLIVE AVE,GLENDALE","GLENDALE","33.57453","-112.19193","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2016-01-01 00:00:00","Y"
"589",,"04","013","2001","42101","1","2017","5","1.9","2016-01-01 05:00:00","1.2","2016-01-02 01:00:00",,"6000 W OLIVE AVE,GLENDALE","GLENDALE","33.57453","-112.19193","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2017-01-01 00:00:00","Y"
"595",,"04","013","3002","42101","1","2014","5","3","2014-01-01 01:00:00","2.4","2014-12-09 08:00:00",,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","CENTRAL PHOENIX","33.45797","-112.04659","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2014-01-01 00:00:00","Y"
"595",,"04","013","3002","42101","1","2015","5","3","2014-01-01 01:00:00","2.4","2014-12-09 08:00:00",,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","CENTRAL PHOENIX","33.45797","-112.04659","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2015-01-01 00:00:00","Y"
"595",,"04","013","3002","42101","1","2016","5","2.7","2016-01-01 02:00:00","1.9","2015-01-11 04:00:00",,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","CENTRAL PHOENIX","33.45797","-112.04659","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2016-01-01 00:00:00","Y"
"595",,"04","013","3002","42101","1","2017","5","3.3","2017-12-31 22:00:00","2.1","2017-12-29 01:00:00",,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","CENTRAL PHOENIX","33.45797","-112.04659","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2017-01-01 00:00:00","Y"
"595",,"04","013","3002","42101","1","2018","5","3.3","2017-12-31 22:00:00","2.1","2017-12-29 01:00:00",,"1645 E ROOSEVELT ST-CENTRAL PHOENIX STN","CENTRAL PHOENIX","33.45797","-112.04659","Arizona","Maricopa","Phoenix-Mesa-Scottsdale, AZ",,"2018-01-01 00:00:00","Y"
